table,table_title,year,measure,description1,description2,description4,description5,description6,data_source,unit,jurisdiction,value
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2023-24,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NSW,1440
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2023-24,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Vic,3969
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2023-24,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Qld,3230
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2023-24,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,WA,2389
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2023-24,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1479
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2023-24,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Tas,2043
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2023-24,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,ACT,9302
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2023-24,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NT,6837
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2023-24,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Aust,2729
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2022-23,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NSW,1297
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2022-23,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Vic,3553
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2022-23,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Qld,2471
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2022-23,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,WA,2178
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2022-23,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1660
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2022-23,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Tas,2112
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2022-23,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,ACT,10754
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2022-23,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NT,9203
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2022-23,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Aust,2468
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2021-22,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NSW,1090
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2021-22,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Vic,3608
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2021-22,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Qld,2313
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2021-22,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,WA,2792
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2021-22,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1858
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2021-22,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Tas,2490
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2021-22,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,ACT,6447
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2021-22,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NT,5534
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2021-22,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Aust,2391
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2020-21,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NSW,1305
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2020-21,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Vic,3758
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2020-21,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Qld,2212
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2020-21,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,WA,3983
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2020-21,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1847
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2020-21,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Tas,2410
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2020-21,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,ACT,8010
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2020-21,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NT,4897
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2020-21,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Aust,2583
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2019-20,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NSW,1087
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2019-20,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Vic,3582
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2019-20,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Qld,2346
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2019-20,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,WA,3058
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2019-20,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1989
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2019-20,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Tas,2520
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2019-20,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,ACT,3391
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2019-20,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NT,4456
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2019-20,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Aust,2421
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2018-19,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NSW,1188
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2018-19,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Vic,3887
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2018-19,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Qld,2120
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2018-19,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,WA,3482
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2018-19,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,2139
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2018-19,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Tas,3002
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2018-19,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,ACT,4248
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2018-19,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NT,4131
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2018-19,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Aust,2525
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2017-18,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NSW,1198
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2017-18,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Vic,3033
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2017-18,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Qld,2271
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2017-18,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,WA,3484
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2017-18,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1819
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2017-18,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Tas,2795
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2017-18,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,ACT,3658
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2017-18,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NT,4962
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2017-18,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Aust,2313
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2016-17,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NSW,1262
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2016-17,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Vic,2522
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2016-17,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Qld,2317
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2016-17,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,WA,3346
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2016-17,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,2145
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2016-17,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Tas,2651
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2016-17,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,ACT,2943
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2016-17,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NT,3597
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2016-17,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Aust,2227
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2015-16,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NSW,1003
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2015-16,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Vic,2308
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2015-16,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Qld,2246
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2015-16,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,WA,3433
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2015-16,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1905
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2015-16,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Tas,3044
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2015-16,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,ACT,4047
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2015-16,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NT,3889
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2015-16,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Aust,2065
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2024-25,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NSW,1748
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2024-25,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Vic,3461
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2024-25,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Qld,3460
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2024-25,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,WA,2749
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2024-25,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1162
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2024-25,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Tas,2432
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2024-25,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,ACT,9437
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2024-25,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NT,6139
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2024-25,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Aust,2692
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2023-24,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NSW,1489
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2023-24,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Vic,3969
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2023-24,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Qld,3274
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2023-24,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,WA,2392
